source_dataset,technique,report_generated,sku_id,category,current_stock,lead_time_days,unit_cost,avg_daily_demand,ma_7day,ma_30day,volatility,demand_std,safety_stock,reorder_point,stockout_risk,recommended_order_qty
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006252,Beauty,961,7,23.06,33.13,26.57,31.3,0.4569,15.14,66.08,298.02,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006253,Toys,1312,19,30.14,23.01,14.71,22.23,0.8279,19.05,137.02,574.23,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006254,Home & Living,1312,11,365.92,15.43,15.57,15.27,0.4511,6.96,38.1,207.87,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006255,Toys,862,19,7.14,22.69,32.57,25.93,0.8764,19.88,143.01,574.1,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006256,Home & Living,69,18,152.14,13.73,11.86,15.83,0.5336,7.33,51.3,298.5,Critical,230
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006257,Apparel,800,12,72.69,28.58,26.71,22.13,0.4713,13.47,76.98,419.91,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006258,Seasonal,119,23,12.59,19.88,18.0,24.73,1.1888,23.63,186.99,644.18,Critical,526
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006259,Apparel,625,10,33.52,29.78,30.86,26.93,0.4008,11.94,62.28,360.06,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006260,Apparel,1614,12,104.76,29.89,30.86,29.07,0.4629,13.84,79.08,437.75,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006261,Groceries,312,2,13.62,39.0,38.86,39.7,0.2044,7.97,18.6,96.6,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006262,Electronics,705,6,268.22,20.16,19.43,20.43,0.2526,5.09,20.58,141.51,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006263,Beauty,1715,7,77.13,35.72,42.14,35.3,0.399,14.25,62.22,312.28,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006264,Home & Living,801,11,443.05,15.4,14.0,12.97,0.4483,6.9,37.78,207.18,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006265,Beauty,1230,4,7.97,36.18,25.71,34.7,0.4021,14.55,48.01,192.72,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006266,Apparel,1316,8,61.85,28.61,24.0,22.77,0.4458,12.75,59.52,288.41,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006267,Electronics,1639,10,1838.61,19.06,19.14,18.77,0.2551,4.86,25.36,215.92,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006268,Beauty,700,8,83.09,36.83,28.29,32.8,0.3829,14.1,65.81,360.48,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006269,Toys,1735,14,63.8,24.79,23.71,22.3,0.7754,19.22,118.67,465.71,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006270,Home & Living,544,19,484.96,15.54,14.29,15.2,0.5058,7.86,56.55,351.9,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006271,Apparel,1426,9,18.38,30.34,26.57,25.5,0.4713,14.3,70.79,343.89,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006272,Apparel,911,14,130.12,29.4,19.86,27.53,0.4563,13.42,82.83,494.43,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006273,Apparel,1816,11,68.39,29.77,20.0,23.63,0.4844,14.42,78.9,406.34,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006274,Apparel,950,19,104.8,29.68,30.0,25.23,0.4364,12.95,93.16,657.04,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006275,Apparel,629,11,60.63,29.93,24.29,26.77,0.3952,11.83,64.74,394.01,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006276,Seasonal,109,19,31.79,21.86,5.43,27.73,1.1203,24.48,176.09,591.35,Critical,483
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006277,Electronics,371,12,1944.84,19.51,21.86,20.0,0.248,4.84,27.66,261.8,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006278,Apparel,1148,19,30.18,31.03,29.29,25.27,0.4151,12.88,92.64,682.28,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006279,Apparel,914,11,75.94,30.46,21.14,27.27,0.4386,13.36,73.09,408.11,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006280,Electronics,563,9,870.27,20.1,21.29,21.43,0.2436,4.9,24.24,205.14,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006281,Beauty,1564,8,89.42,34.77,36.43,31.9,0.4127,14.35,66.96,345.09,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006282,Groceries,3472,1,44.98,39.01,38.29,40.77,0.1886,7.36,12.14,51.15,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006283,Electronics,950,12,1922.08,20.21,22.71,20.93,0.2281,4.61,26.35,268.88,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006284,Electronics,304,14,1128.28,20.27,21.57,20.6,0.1884,3.82,23.57,307.31,Medium,4
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006285,Groceries,158,5,17.71,39.6,37.57,41.43,0.1822,7.22,26.62,224.62,Medium,67
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006286,Electronics,188,5,1449.81,20.91,19.29,21.53,0.2528,5.29,19.5,124.06,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006287,Apparel,669,17,100.41,30.41,24.29,26.97,0.4389,13.35,90.8,607.79,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006288,Apparel,2305,12,119.28,29.56,34.29,30.03,0.4427,13.08,74.78,429.45,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006289,Electronics,785,8,968.8,19.62,21.14,20.77,0.2162,4.24,19.79,176.77,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006290,Toys,1266,27,28.51,23.01,19.0,25.23,0.8244,18.97,162.65,783.95,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006291,Home & Living,694,7,380.4,14.47,14.86,14.57,0.4937,7.14,31.18,132.45,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006292,Beauty,2439,8,57.89,38.11,36.71,37.23,0.3837,14.62,68.24,373.13,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006293,Home & Living,142,7,389.62,14.19,13.0,15.33,0.5129,7.28,31.77,131.09,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006294,Electronics,674,6,1912.54,20.42,23.0,21.17,0.1938,3.96,16.0,138.53,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006295,Toys,919,17,34.63,22.98,13.29,18.67,0.9165,21.06,143.27,533.9,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006296,Apparel,1977,7,133.06,27.08,21.29,25.7,0.4446,12.04,52.55,242.1,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006297,Apparel,858,11,26.01,30.66,29.71,31.53,0.4081,12.51,68.46,405.67,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006298,Toys,827,14,39.59,24.31,23.43,22.23,0.8033,19.53,120.57,460.93,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006299,Apparel,1053,15,141.9,29.24,23.14,25.93,0.3981,11.64,74.39,513.06,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006300,Groceries,1965,3,37.65,39.3,39.43,39.87,0.1905,7.49,21.39,139.29,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006301,Apparel,1792,18,35.08,31.43,28.86,29.73,0.4514,14.19,99.32,665.12,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006302,Electronics,664,14,1887.23,19.52,20.14,19.7,0.227,4.43,27.36,300.68,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006303,Groceries,929,1,15.37,40.4,34.86,40.13,0.2219,8.96,14.79,55.19,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006304,Electronics,701,14,692.8,18.96,16.14,17.83,0.2503,4.74,29.29,294.67,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006305,Electronics,1737,13,465.34,19.97,18.57,19.9,0.241,4.81,28.63,288.19,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006306,Groceries,245,5,2.72,40.8,45.43,41.83,0.1822,7.43,27.42,231.42,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006307,Groceries,3377,5,23.93,41.19,38.14,39.6,0.181,7.45,27.5,233.45,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006308,Toys,1225,30,16.56,22.27,12.57,23.33,0.7845,17.47,157.87,825.87,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006309,Toys,1413,21,59.79,23.96,13.86,21.57,1.0008,23.97,181.27,684.34,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006310,Home & Living,1246,19,437.56,15.39,16.57,18.23,0.5044,7.76,55.82,348.21,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006311,Electronics,1177,5,1138.57,20.29,19.86,20.73,0.2297,4.66,17.19,118.64,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006312,Electronics,1059,4,737.28,19.98,22.71,20.3,0.2225,4.44,14.67,94.58,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006313,Home & Living,514,17,157.17,14.27,16.43,16.07,0.5632,8.03,54.66,297.19,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006314,Apparel,1498,7,103.43,30.58,21.29,30.6,0.3887,11.88,51.88,265.93,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006315,Seasonal,756,36,40.19,18.91,16.57,21.53,1.2046,22.78,225.52,906.32,High,151
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006316,Apparel,1065,13,132.09,29.58,27.14,28.2,0.4384,12.97,77.14,461.65,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006317,Home & Living,731,19,129.83,15.22,10.71,14.17,0.4698,7.15,51.43,340.66,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006318,Beauty,1407,10,54.6,35.17,26.0,32.67,0.4037,14.2,74.08,425.75,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006319,Toys,336,30,46.35,22.4,22.14,27.4,0.825,18.48,167.02,839.02,Critical,504
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006320,Apparel,789,18,138.64,30.34,25.14,29.07,0.4087,12.4,86.81,633.01,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006321,Apparel,632,20,79.6,30.1,21.57,25.13,0.4113,12.38,91.35,693.35,Medium,62
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006322,Home & Living,527,13,180.74,15.07,12.0,15.87,0.4737,7.14,42.46,238.33,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006323,Toys,440,9,7.9,24.46,10.71,20.97,0.7828,19.14,94.76,314.86,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006324,Home & Living,665,5,415.58,15.82,14.0,13.07,0.497,7.86,29.01,108.12,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006325,Electronics,467,14,467.25,19.44,18.57,19.03,0.2299,4.47,27.6,299.82,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006326,Groceries,1407,2,33.2,40.2,40.43,39.47,0.1958,7.87,18.37,98.77,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006327,Beauty,69,10,67.73,34.27,33.29,30.37,0.4527,15.51,80.95,423.61,Critical,355
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006328,Electronics,1048,7,1854.18,20.16,17.86,18.9,0.2191,4.42,19.28,160.37,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006329,Home & Living,156,14,12.31,15.62,14.57,14.67,0.457,7.14,44.08,262.79,Medium,107
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006330,Seasonal,2034,16,27.5,23.66,20.86,27.7,1.012,23.94,158.0,536.49,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006331,Home & Living,632,5,347.8,15.06,19.43,16.27,0.5668,8.53,31.48,106.76,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006332,Beauty,1768,7,38.0,35.37,36.14,35.1,0.4523,16.0,69.83,317.4,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006333,Electronics,553,5,951.01,20.48,18.43,20.6,0.203,4.16,15.34,117.73,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006334,Electronics,726,12,941.39,20.73,19.71,20.2,0.2088,4.33,24.74,273.54,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006335,Home & Living,875,9,190.87,15.62,15.71,15.4,0.4319,6.75,33.4,174.0,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006336,Home & Living,251,20,397.25,15.67,16.86,16.53,0.5148,8.07,59.52,372.85,High,122
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006337,Electronics,1528,5,1980.55,20.37,20.14,20.07,0.2191,4.46,16.47,118.3,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006338,Groceries,160,2,41.1,40.1,38.86,39.1,0.1894,7.6,17.73,97.93,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006339,Home & Living,86,17,297.09,14.37,16.29,14.77,0.4756,6.83,46.48,290.72,Critical,205
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006340,Groceries,2405,3,43.9,40.76,43.0,41.57,0.1518,6.18,17.68,139.94,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006341,Apparel,1691,8,57.68,30.2,24.0,25.8,0.4058,12.25,57.19,298.79,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006342,Home & Living,820,7,172.24,14.91,22.43,15.2,0.4939,7.36,32.15,136.53,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006343,Toys,548,14,32.3,23.81,14.0,24.03,0.8996,21.42,132.24,465.6,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006344,Apparel,2686,19,21.99,30.18,23.0,28.53,0.3581,10.81,77.71,651.09,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006345,Groceries,2565,5,12.46,40.08,44.14,40.53,0.2014,8.07,29.78,230.16,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006346,Electronics,755,5,1977.51,20.4,17.29,20.23,0.2484,5.07,18.7,120.7,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006347,Apparel,1532,11,100.84,29.46,31.57,26.1,0.446,13.14,71.89,395.9,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006348,Toys,1067,27,17.85,24.26,19.14,21.13,0.9188,22.29,191.08,845.98,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006349,Groceries,1094,2,27.53,39.07,43.71,38.43,0.196,7.66,17.87,96.0,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006350,Electronics,801,11,735.23,20.53,18.57,18.9,0.2017,4.14,22.66,248.53,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006351,Groceries,2888,2,32.86,40.11,41.14,42.23,0.1994,8.0,18.67,98.89,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006352,Home & Living,364,9,322.89,14.57,15.14,14.43,0.545,7.94,39.3,170.4,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006353,Groceries,1271,1,18.14,41.01,40.57,40.7,0.1856,7.61,12.56,53.57,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006354,Home & Living,708,8,23.67,16.1,15.43,15.5,0.4733,7.62,35.56,164.36,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006355,Home & Living,745,10,371.67,14.61,18.43,15.53,0.5056,7.39,38.55,184.66,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006356,Electronics,1093,4,1172.36,19.88,21.86,20.8,0.2386,4.74,15.65,95.16,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006357,Electronics,120,8,1455.03,20.04,17.0,19.7,0.2336,4.68,21.86,182.21,Medium,63
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006358,Seasonal,649,27,38.05,19.66,9.71,21.03,1.1669,22.94,196.64,727.34,High,79
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006359,Electronics,1607,9,151.96,20.09,18.0,19.37,0.2469,4.96,24.55,205.35,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006360,Groceries,1566,1,17.39,39.14,41.0,38.67,0.212,8.3,13.69,52.83,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006361,Toys,278,8,32.03,23.2,15.57,26.97,0.8662,20.1,93.78,279.38,High,2
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006362,Apparel,1870,11,87.38,30.17,26.86,26.63,0.4111,12.4,67.86,399.7,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006363,Apparel,1296,17,114.12,30.87,29.29,27.47,0.4577,14.13,96.11,620.84,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006364,Groceries,2159,3,13.43,40.73,42.43,39.13,0.1758,7.16,20.46,142.66,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006365,Electronics,1136,3,1876.74,19.92,18.71,20.87,0.2481,4.94,14.13,73.89,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006366,Apparel,1545,12,42.44,32.19,25.0,27.9,0.3952,12.72,72.7,458.97,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006367,Apparel,2466,19,90.69,31.21,30.29,27.8,0.4055,12.66,91.04,684.05,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006368,Electronics,803,10,710.6,19.12,19.29,19.03,0.2415,4.62,24.09,215.32,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006369,Beauty,932,8,79.45,34.52,30.0,28.97,0.5029,17.36,81.03,357.21,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006370,Electronics,757,11,370.22,19.93,20.0,20.13,0.2478,4.94,27.03,246.3,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006371,Electronics,197,7,1792.45,19.74,20.71,20.0,0.2066,4.08,17.81,156.02,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006372,Apparel,0,10,85.18,29.58,28.43,27.27,0.446,13.19,68.84,364.61,Critical,365
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006373,Electronics,1257,10,64.81,19.34,16.0,19.6,0.2741,5.3,27.67,221.11,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006374,Apparel,1073,15,49.37,29.01,30.43,25.5,0.443,12.85,82.14,517.3,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006375,Electronics,1167,10,1334.8,19.78,21.14,20.63,0.2224,4.4,22.95,220.73,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006376,Beauty,2073,4,21.69,33.43,18.86,27.47,0.46,15.38,50.75,184.48,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006377,Electronics,617,12,1207.79,20.58,18.71,20.23,0.2206,4.54,25.95,272.88,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006378,Toys,805,29,71.08,22.36,23.0,20.33,0.899,20.1,178.57,826.88,High,22
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006379,Groceries,2126,1,20.68,40.11,39.0,38.5,0.1883,7.55,12.46,52.57,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006380,Home & Living,399,14,371.27,15.33,15.14,15.63,0.533,8.17,50.45,265.12,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006381,Electronics,295,12,553.86,19.68,19.43,19.5,0.2623,5.16,29.51,265.64,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006382,Groceries,1211,4,15.94,40.38,38.43,39.33,0.2051,8.28,27.33,188.84,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006383,Seasonal,710,19,29.4,20.3,6.86,16.0,1.2503,25.38,182.55,568.25,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006384,Electronics,1089,11,720.32,20.17,22.57,20.5,0.2237,4.51,24.68,246.52,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006385,Toys,756,27,8.96,20.42,15.86,18.87,0.835,17.05,146.21,697.61,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006386,Groceries,1290,1,43.39,39.08,39.29,39.07,0.1715,6.7,11.06,50.13,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006387,Groceries,1477,4,4.29,41.03,39.86,40.6,0.1827,7.5,24.74,188.88,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006388,Apparel,1596,11,114.23,29.56,23.86,27.57,0.4176,12.34,67.55,392.66,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006389,Groceries,952,4,12.32,39.66,40.0,40.93,0.1836,7.28,24.02,182.64,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006390,Apparel,1514,16,105.5,29.68,27.14,24.63,0.4969,14.75,97.33,572.18,Low,0
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006391,Home & Living,258,20,406.86,16.1,17.86,16.23,0.432,6.96,51.33,373.33,Medium,116
sku_dataset_10000_20260714_0400.csv,Multiprocessing,2026-07-14T04:11:17.721911,SKU-006392,Electronics,224,8,1056.93,20.38,19.86,20.13,0.1958,3.99,18.62,181.64,Low,0
